41.084031|2886758450|922695515.0|922695762.0|172.016.112.050|ps
41.084031|3516555880|922695577.0|922695693.0|209.154.098.104|ps
41.084031|2886758450|922696167.0|922696210.0|172.016.112.050|ps
41.084031|2886758450|922696814.0|922698280.0|172.016.112.050|ps
41.084818|2886758962|922697292.0|922697294.0|172.016.114.050|sendmail
41.084818|3392271370|922697292.0|922697293.0|202.049.244.010|sendmail
41.090000|2886758500|922698480.0|922698960.0|172.16.112.100|ntfsdos
41.091531|2886758706|922698905.0|922698906.0|172.016.113.050|portsweep
41.091531|2886758706|922699521.0|922699522.0|172.016.113.050|portsweep
41.091531|2886758706|922700136.0|922700137.0|172.016.113.050|portsweep
41.093708|2886758962|922700183.0|922700184.0|172.016.114.050|sshtrojan
41.093708|3394085589|922700183.0|922700184.0|202.077.162.213|sshtrojan
41.093708|2886758962|922700315.0|922700506.0|172.016.114.050|sshtrojan
41.093708|2265831615|922700377.0|922700408.0|135.013.216.191|sshtrojan
41.111531|3232235777|922706115.0|922706116.0|192.168.001.001|portsweep
41.111531|3232235777|922706175.0|922706176.0|192.168.001.001|portsweep
41.111531|3232235777|922706235.0|922706236.0|192.168.001.001|portsweep
41.111531|3232235777|922706295.0|922706296.0|192.168.001.001|portsweep
41.111531|3232235777|922706355.0|922706356.0|192.168.001.001|portsweep
41.112127|2886759080|922706563.0|922706640.0|172.016.114.168|xsnoop
41.114554|2886729729|922707912.0|922709447.0|172.016.000.001|snmpget
41.114554|2886729729|922709448.0|922709923.0|172.016.000.001|snmpget
41.114703|2886758706|922708036.0|922708046.0|172.016.113.050|guesstelnet
41.122222|2886758500|922710135.0|922710136.0|172.016.112.100|portsweep
41.122222|2573990973|922710135.0|922710138.0|153.107.252.061|portsweep
41.122222|2886758500|922710235.0|922710236.0|172.016.112.100|portsweep
41.122222|2886758500|922710335.0|922710336.0|172.016.112.100|portsweep
41.122222|2886758500|922710435.0|922710436.0|172.016.112.100|portsweep
41.133333|2886758450|922714396.0|922714417.0|172.016.112.050|guessftp
41.133333|2886760006|922714400.0|922714401.0|172.016.118.070|guessftp
41.133333|2886760006|922714405.0|922714406.0|172.016.118.070|guessftp
41.133333|2886760006|922714409.0|922714410.0|172.016.118.070|guessftp
41.133333|2886760006|922714413.0|922714414.0|172.016.118.070|guessftp
41.133333|2886760006|922714417.0|922714418.0|172.016.118.070|guessftp
41.135830|2886758450|922715896.0|922715908.0|172.016.112.050|ftpwrite
41.135830|3256613653|922715900.0|922715901.0|194.027.251.021|ftpwrite
41.135830|2886758450|922716209.0|922716241.0|172.016.112.050|ftpwrite
41.155048|2886758500|922722615.0|922724021.0|172.016.112.100|yaga
41.155048|2886758500|922737016.0|922737801.0|172.016.112.100|yaga
41.161308|2886758500|922723988.0|922724893.0|172.016.112.100|crashiis
41.162715|2886759081|922724830.0|922724831.0|172.016.114.169|portsweep
41.162715|2886759081|922724836.0|922724837.0|172.016.114.169|portsweep
41.162715|2886759081|922724902.0|922724903.0|172.016.114.169|portsweep
41.162715|2886759081|922724908.0|922724909.0|172.016.114.169|portsweep
41.162715|2886759081|922724974.0|922724975.0|172.016.114.169|portsweep
41.162715|2886759081|922724980.0|922724981.0|172.016.114.169|portsweep
41.162715|2886759081|922725046.0|922725047.0|172.016.114.169|portsweep
41.162715|2886759081|922725052.0|922725053.0|172.016.114.169|portsweep
41.162715|2886759081|922725119.0|922725120.0|172.016.114.169|portsweep
41.162715|2886759081|922725125.0|922725126.0|172.016.114.169|portsweep
41.182453|2886758450|922731859.0|922732380.0|172.016.112.050|secret
41.182453|3279149676|922732065.0|922732066.0|195.115.218.108|secret
41.213446|2886758450|922743256.0|922743257.0|172.016.112.050|smurf
41.213446|2886758450|922743266.0|922743267.0|172.016.112.050|smurf
42.090909|2886758450|922784957.0|922785116.0|172.016.112.050|httptunnel
42.090909|3317062633|922785044.0|922785051.0|197.182.091.233|httptunnel
42.094131|2886758962|922786872.0|922786873.0|172.016.114.050|phf
42.104107|2886758706|922790472.0|922792042.0|172.016.113.050|loadmodule
42.112913|2886758450|922793357.0|922793462.0|172.016.112.050|ps
42.112913|3470656453|922793450.0|922793451.0|206.222.003.197|ps
42.112913|2886758450|922794430.0|922795509.0|172.016.112.050|ps
42.120000|2886758500|922795200.0|922795800.0|172.16.112.100|ntfsdos
42.122248|2886758962|922796533.0|922799682.0|172.016.114.050|secret
42.122248|3319443781|922798088.0|922798097.0|197.218.177.069|secret
42.122248|3319443781|922798410.0|922799311.0|197.218.177.069|secret
42.135452|2886758594|922802057.0|922802126.0|172.016.112.194|sqlattack
42.143228|2886758500|922804335.0|922804341.0|172.016.112.100|sechole
42.143228|3449868478|922804339.0|922804341.0|205.160.208.190|sechole
42.143228|2886758500|922804343.0|922804736.0|172.016.112.100|sechole
42.143228|2886758500|922822335.0|922822627.0|172.016.112.100|sechole
42.145441|2886758706|922805650.0|922806551.0|172.016.113.050|land
42.155148|2886758962|922809076.0|922809343.0|172.016.114.050|mailbomb
42.155148|2886758420|922809076.0|922809077.0|172.016.112.020|mailbomb
42.155148|3256613653|922809076.0|922809077.0|194.027.251.021|mailbomb
42.155148|3256613653|922809078.0|922809080.0|194.027.251.021|mailbomb
42.155148|2886758594|922809078.0|922809080.0|172.016.112.194|mailbomb
42.155148|3256613653|922809081.0|922809084.0|194.027.251.021|mailbomb
42.155148|3256613653|922809085.0|922809090.0|194.027.251.021|mailbomb
42.155148|2886758420|922809086.0|922809087.0|172.016.112.020|mailbomb
42.155148|3256613653|922809091.0|922809096.0|194.027.251.021|mailbomb
42.155148|2886758420|922809096.0|922809097.0|172.016.112.020|mailbomb
42.155148|3256613653|922809097.0|922809103.0|194.027.251.021|mailbomb
42.155148|3256613653|922809104.0|922809109.0|194.027.251.021|mailbomb
42.155148|2886758420|922809106.0|922809107.0|172.016.112.020|mailbomb
42.155148|3256613653|922809110.0|922809115.0|194.027.251.021|mailbomb
42.155148|2886758420|922809116.0|922809117.0|172.016.112.020|mailbomb
42.155148|3256613653|922809116.0|922809121.0|194.027.251.021|mailbomb
42.155148|3256613653|922809122.0|922809127.0|194.027.251.021|mailbomb
42.155148|2886758420|922809126.0|922809127.0|172.016.112.020|mailbomb
42.155148|3256613653|922809128.0|922809132.0|194.027.251.021|mailbomb
42.155148|3256613653|922809133.0|922809139.0|194.027.251.021|mailbomb
42.155148|2886758420|922809138.0|922809139.0|172.016.112.020|mailbomb
42.155148|3256613653|922809140.0|922809145.0|194.027.251.021|mailbomb
42.155148|3256613653|922809146.0|922809151.0|194.027.251.021|mailbomb
42.155148|2886758420|922809148.0|922809149.0|172.016.112.020|mailbomb
42.155148|3256613653|922809152.0|922809158.0|194.027.251.021|mailbomb
42.155148|2886758420|922809159.0|922809160.0|172.016.112.020|mailbomb
42.155148|3256613653|922809159.0|922809189.0|194.027.251.021|mailbomb
42.155148|2886758420|922809169.0|922809170.0|172.016.112.020|mailbomb
42.155148|2886758420|922809190.0|922809191.0|172.016.112.020|mailbomb
42.155148|3256613653|922809190.0|922809195.0|194.027.251.021|mailbomb
42.155148|3256613653|922809196.0|922809201.0|194.027.251.021|mailbomb
42.155148|3256613653|922809202.0|922809208.0|194.027.251.021|mailbomb
42.155148|2886758420|922809202.0|922809203.0|172.016.112.020|mailbomb
42.155148|3256613653|922809209.0|922809215.0|194.027.251.021|mailbomb
42.155148|2886758420|922809214.0|922809215.0|172.016.112.020|mailbomb
42.155148|3256613653|922809216.0|922809221.0|194.027.251.021|mailbomb
42.155148|3256613653|922809222.0|922809228.0|194.027.251.021|mailbomb
42.155148|2886758420|922809224.0|922809225.0|172.016.112.020|mailbomb
42.155148|3256613653|922809229.0|922809235.0|194.027.251.021|mailbomb
42.155148|2886758420|922809234.0|922809235.0|172.016.112.020|mailbomb
42.155148|3256613653|922809236.0|922809242.0|194.027.251.021|mailbomb
42.155148|3256613653|922809243.0|922809249.0|194.027.251.021|mailbomb
42.155148|2886758420|922809244.0|922809245.0|172.016.112.020|mailbomb
42.155148|3256613653|922809250.0|922809256.0|194.027.251.021|mailbomb
42.155148|2886758420|922809255.0|922809256.0|172.016.112.020|mailbomb
42.155148|3256613653|922809257.0|922809262.0|194.027.251.021|mailbomb
42.155148|3256613653|922809263.0|922809269.0|194.027.251.021|mailbomb
42.155148|2886758420|922809266.0|922809267.0|172.016.112.020|mailbomb
42.155148|3256613653|922809270.0|922809277.0|194.027.251.021|mailbomb
42.155148|2886758420|922809276.0|922809277.0|172.016.112.020|mailbomb
42.155148|3256613653|922809278.0|922809283.0|194.027.251.021|mailbomb
42.155148|3256613653|922809284.0|922809290.0|194.027.251.021|mailbomb
42.155148|2886758420|922809286.0|922809287.0|172.016.112.020|mailbomb
42.155148|3256613653|922809291.0|922809297.0|194.027.251.021|mailbomb
42.155148|3256613653|922809298.0|922809304.0|194.027.251.021|mailbomb
42.155148|2886758420|922809299.0|922809300.0|172.016.112.020|mailbomb
42.155148|3256613653|922809305.0|922809311.0|194.027.251.021|mailbomb
42.155148|2886758420|922809309.0|922809310.0|172.016.112.020|mailbomb
42.155148|3256613653|922809312.0|922809318.0|194.027.251.021|mailbomb
